"COOR1" "COOR2" "COOR1.5" "ProteinCodingGenesPCG" "GC_PROPORTION" "GC_State" "GC_PosteriorMean" "PCG_State" "PCG_PosteriorMean"
11880001 11890000 11885000 0 0.4052 2 0.413602937891431 1 0.455136092567697
11890001 11900000 11895000 0 0.4509 2 0.415705153491752 1 0.441270249837093
11900001 11910000 11905000 0 0.391 2 0.412771297117741 1 0.448954416551576
11910001 11920000 11915000 0 0.3945 2 0.412304939223701 1 0.497892685012534
11920001 11930000 11925000 0 0.402 2 0.412380910590859 1 0.702746559657877
11930001 11940000 11935000 3 0.3892 2 0.412579269743521 2 1.60690253362691
11940001 11950000 11945000 2 0.4218 2 0.414295934448721 2 1.51288954421507
11950001 11960000 11955000 0 0.4062 2 0.415017213274676 1 0.958942687881557
11960001 11970000 11965000 0 0.4243 2 0.418007003682962 1 0.884118651103093
11970001 11980000 11975000 0 0.3981 2 0.421137976451889 1 1.08472262348735
11980001 11990000 11985000 4 0.4464 3 0.440213230251904 2 2.12174170349731
11990001 1.2e+07 11995000 7 0.4646 3 0.451541530143003 2 2.13822617287364
12000001 12010000 12005000 3 0.4794 3 0.458167706116126 2 2.12848144748711
12010001 12020000 12015000 1 0.4876 3 0.457602544172607 2 2.003645934606
12020001 12030000 12025000 0 0.405 3 0.44302999137937 2 1.93740755896104
12030001 12040000 12035000 4 0.4731 3 0.445254697681078 2 2.13371870077855
12040001 12050000 12045000 3 0.4215 3 0.439904845952632 2 2.13599390097893
12050001 12060000 12055000 4 0.4586 3 0.439084596055675 2 2.13728175014895
12060001 12070000 12065000 2 0.4137 3 0.429788503921787 2 2.1174059446249
12070001 12080000 12075000 1 0.3797 2 0.426455368391864 2 2.07215951045134
12080001 12090000 12085000 1 0.4588 3 0.441817243796086 2 2.07679576746343
12090001 12100000 12095000 4 0.4615 3 0.445773235230013 2 2.1365519689526
12100001 12110000 12105000 3 0.4815 3 0.44566984829599 2 2.13324648941621
12110001 12120000 12115000 2 0.4147 3 0.428734231611445 2 2.09572715026281
12120001 12130000 12125000 1 0.4407 2 0.420482340062188 2 1.97544203778245
12130001 12140000 12135000 2 0.3863 2 0.402506323176525 2 1.90302198612137
12140001 12150000 12145000 0 0.3711 1 0.394247072064063 2 1.53353805924114
12150001 12160000 12155000 0 0.3802 1 0.392242401207004 2 1.56959783600184
12160001 12170000 12165000 3 0.4166 1 0.391617788748473 2 2.07593720135008
12170001 12180000 12175000 4 0.3715 1 0.389926481079442 2 2.09023232713736
12180001 12190000 12185000 0 0.4061 1 0.389585686834259 1 0.863899419133697
12190001 12200000 12195000 0 0.3915 1 0.388944192957931 1 0.58044381681115
12200001 12210000 12205000 1 0.3752 1 0.388302699081602 1 0.537086228086968
12210001 12220000 12215000 0 0.3854 1 0.388201410574814 1 0.45715372293407
12220001 12230000 12225000 0 0.3628 1 0.388066359232429 1 0.437964770300695
12230001 12240000 12235000 0 0.3788 1 0.388133884903621 1 0.433242656677269
12240001 12250000 12245000 0 0.386 1 0.388336461917199 1 0.432641660397924
12250001 12260000 12255000 0 0.3934 1 0.388711018997978 1 0.433757796345279
12260001 12270000 12265000 0 0.3661 1 0.389153101749949 1 0.438265268440367
12270001 12280000 12275000 1 0.3895 1 0.392079918807464 1 0.459686492968453
12280001 12290000 12285000 0 0.401 1 0.39659042324878 1 0.438823336414045
12290001 12300000 12295000 0 0.4147 2 0.401288737203401 1 0.435174430432307
12300001 12310000 12305000 0 0.4004 2 0.403013807708029 1 0.432641660397924
12310001 12320000 12315000 0 0.3925 2 0.404903474529722 1 0.436633992825002
12320001 12330000 12325000 0 0.4116 2 0.408657491033479 1 0.452689179144649
12330001 12340000 12335000 1 0.4092 2 0.410967089356734 1 0.520558830404978
12340001 12350000 12345000 1 0.4213 2 0.412806131873302 1 0.547045595001829
12350001 12360000 12355000 1 0.4393 2 0.413851747753358 1 0.53652816011329
12360001 12370000 12365000 0 0.3937 2 0.41194726356072 1 0.48728939351266
12370001 12380000 12375000 1 0.4068 2 0.411852306832372 1 0.518584128344272
12380001 12390000 12385000 0 0.427 2 0.411801662578978 1 0.510213108739109
12390001 12400000 12395000 0 0.3898 2 0.410280211085488 1 0.609763849582057
12400001 12410000 12405000 1 0.3782 2 0.409704128962827 1 1.08300549126065
12410001 12420000 12415000 1 0.3948 2 0.410622067276501 2 1.56903976802816
12420001 12430000 12425000 3 0.4115 2 0.412949638885788 2 2.09353780667376
12430001 12440000 12435000 3 0.4549 2 0.41696879150131 2 2.12105485060663
12440001 12450000 12445000 2 0.4273 2 0.413859161425898 2 2.04799087436054
12450001 12460000 12455000 2 0.4314 2 0.408357853348163 2 1.79162303291419
12460001 12470000 12465000 0 0.3654 1 0.391206302942878 1 0.785898687735837
12470001 12480000 12475000 0 0.3602 1 0.387813137965457 1 0.556361037331678
12480001 12490000 12485000 0 0.3734 1 0.387559916698485 1 0.528071283896791
12490001 12500000 12495000 2 0.348 1 0.387441746773899 1 0.619336861745911
12500001 12510000 12505000 0 0.3789 1 0.387644323787476 1 0.4740245470614
12510001 12520000 12515000 0 0.3827 1 0.387711849458668 1 0.44251517070145
12520001 12530000 12525000 0 0.3577 1 0.387846900801053 1 0.433800724650946
12530001 12540000 12535000 0 0.4365 1 0.388775378779949 1 0.433156800065934
12540001 12550000 12545000 0 0.3772 1 0.388522157512978 1 0.432040664118579
12550001 12560000 12555000 0 0.388 1 0.388525323402198 1 0.431997735812911
12560001 12570000 12565000 0 0.3861 1 0.388542204819997 1 0.431182098005229
12570001 12580000 12575000 0 0.3715 1 0.388657208855363 1 0.431525524450569
12580001 12590000 12585000 0 0.371 1 0.389450635491874 1 0.434788075681299
12590001 12600000 12595000 0 0.4026 1 0.393167713296679 1 0.439853615750065
12600001 12610000 12605000 0 0.3921 1 0.396748687787404 1 0.466898448320594
12610001 12620000 12615000 2 0.4004 2 0.401058729132669 1 0.574305069100696
12620001 12630000 12625000 0 0.4332 2 0.405918483489269 1 0.469001935298302
12630001 12640000 12635000 0 0.399 2 0.406366888045547 1 0.445133797347168
12640001 12650000 12645000 0 0.3908 2 0.40733546063848 1 0.450628620472609
12650001 12660000 12655000 0 0.3893 2 0.408994067417746 1 0.503087009998302
12660001 12670000 12665000 1 0.4245 2 0.413946300203259 1 0.729662607311403
12670001 12680000 12675000 1 0.4048 2 0.416205294169658 1 0.92979436833332
12680001 12690000 12685000 0 0.4133 2 0.4234031086526 1 1.13353210703131
12690001 12700000 12695000 6 0.4601 3 0.439634550781913 2 2.13719589353762
12700001 12710000 12705000 4 0.4592 3 0.442339705504002 2 2.1328601346652
12710001 12720000 12715000 2 0.4449 3 0.440406028628098 2 1.8774796442492
12720001 12730000 12725000 0 0.4303 3 0.436215470003422 1 0.929579726804983
12730001 12740000 12735000 1 0.4388 3 0.43217391996461 1 0.728288901530043
12740001 12750000 12745000 0 0.4267 2 0.423356054515143 1 0.509655040765431
12750001 12760000 12755000 0 0.4019 2 0.413989984933233 1 0.463292470644524
12760001 12770000 12765000 1 0.4079 2 0.410468040547062 1 0.47505482639742
12770001 12780000 12775000 0 0.3858 2 0.406768876183481 1 0.443631306648806
12780001 12790000 12785000 0 0.3446 2 0.405426798481464 1 0.434401720930292
12790001 12800000 12795000 0 0.4064 2 0.409279999548618 1 0.432469947175254
12800001 12810000 12805000 0 0.4192 2 0.412604616805554 1 0.432255305646916
12810001 12820000 12815000 0 0.415 2 0.414041661210054 1 0.437406702327017
12820001 12830000 12825000 1 0.4364 2 0.415232039592554 1 0.459557708051451
12830001 12840000 12835000 0 0.4066 2 0.414206247552984 1 0.438308196746035
12840001 12850000 12845000 0 0.4232 2 0.414206247552984 1 0.432684588703591
12850001 12860000 12855000 0 0.3931 2 0.41355418408903 1 0.431997735812911
12860001 12870000 12865000 0 0.4174 2 0.414079631932431 1 0.431396739533566
12870001 12880000 12875000 0 0.4234 2 0.414330749256012 1 0.433242656677269
12880001 12890000 12885000 0 0.4072 2 0.414216797192341 1 0.437664272161022
12890001 12900000 12895000 0 0.4216 2 0.41478233964978 1 0.459514779745783
12900001 12910000 12905000 0 0.4135 2 0.414879410295653 1 0.549750078258882
12910001 12920000 12915000 2 0.433 2 0.41550256650404 1 0.946278837709643
12920001 12930000 12925000 2 0.4195 2 0.414324003224989 1 0.951387306084076
12930001 12940000 12935000 0 0.369 2 0.412864149902698 1 0.58387808126455
12940001 12950000 12945000 0 0.4119 2 0.413906599893534 1 0.510298965350444
12950001 12960000 12955000 0 0.4035 2 0.415133279255872 1 0.53652816011329
12960001 12970000 12965000 1 0.4152 2 0.420355917985763 1 0.734856932297172
12970001 12980000 12975000 1 0.4418 3 0.430208021170767 1 0.910648344005612
12980001 12990000 12985000 1 0.4267 3 0.434678799618618 1 1.08111664581128
12990001 1.3e+07 12995000 1 0.4228 3 0.439369095700933 1 1.25317329492665
13000001 13010000 13005000 2 0.472 3 0.453949267829444 2 1.43600494876456
13010001 13020000 13015000 1 0.4869 4 0.458625872761315 2 1.32971446393181
13020001 13030000 13025000 2 0.4778 3 0.455529309907626 1 1.23316870448559
13030001 13040000 13035000 0 0.4408 3 0.438799093667676 1 0.614485963205483
13040001 13050000 13045000 0 0.3968 2 0.418125811326662 1 0.474110403672735
13050001 13060000 13055000 0 0.4007 2 0.414576596746982 1 0.440883895086085
13060001 13070000 13065000 0 0.4226 2 0.413943528618351 1 0.434358792624624
13070001 13080000 13075000 0 0.3958 2 0.411742572629617 1 0.433242656677269
13080001 13090000 13085000 0 0.3946 2 0.411167542478652 1 0.44079803847475
13090001 13100000 13095000 0 0.3912 2 0.411100016807459 1 0.473466479087723
13100001 13110000 13105000 1 0.412 2 0.411576924340857 1 0.610407774167069
13110001 13120000 13115000 1 0.3818 2 0.411447142831083 1 0.714208417271101
13120001 13130000 13125000 0 0.4087 2 0.412678030080203 1 0.793668711061656
13130001 13140000 13135000 1 0.4261 2 0.413908289584343 2 1.29567231753748
13140001 13150000 13145000 2 0.3873 2 0.413946694507571 2 1.83292006296633
13150001 13160000 13155000 1 0.3963 2 0.418452686525004 2 1.95303346222401
13160001 13170000 13165000 3 0.458 3 0.441137096065571 2 2.12539060947905
13170001 13180000 13175000 3 0.4622 3 0.449128723384136 2 2.13603682928459
13180001 13190000 13185000 4 0.4834 3 0.452646508667906 2 2.13685246709228
13190001 13200000 13195000 1 0.4565 3 0.448769103583231 2 2.10319667544895
13200001 13210000 13205000 2 0.4429 3 0.443396369943511 2 2.12371640555802
13210001 13220000 13215000 3 0.4311 3 0.438264346158719 2 2.13539290469958
13220001 13230000 13225000 5 0.4476 3 0.434097427715077 2 2.1378827464283
13230001 13240000 13235000 4 0.4058 2 0.420469656557037 2 2.13749639167729
13240001 13250000 13245000 2 0.413 2 0.416820833187242 2 2.13105714582716
13250001 13260000 13255000 3 0.4038 2 0.415293233485305 2 2.13084250429883
13260001 13270000 13265000 1 0.389 2 0.41516535240066 2 2.06670761563157
13270001 13280000 13275000 1 0.4483 2 0.421642538508973 2 2.05713460346772
13280001 13290000 13285000 2 0.4272 2 0.422436195828072 2 2.09860334674253
13290001 13300000 13295000 2 0.4271 2 0.422277507062732 2 2.09340902175676
13300001 13310000 13305000 3 0.4484 2 0.422197317834657 2 2.03936228492137
13310001 13320000 13315000 0 0.4017 2 0.415136020918377 1 0.99435854005725
13320001 13330000 13325000 0 0.3969 2 0.413878106890549 1 0.778429162549691
13330001 13340000 13335000 0 0.3934 2 0.414035319457478 1 0.817751490541127
13340001 13350000 13345000 1 0.3972 2 0.415762343015985 1 1.22359569232174
13350001 13360000 13355000 1 0.4231 2 0.425992819622315 2 1.65180554135512
13360001 13370000 13365000 5 0.4463 3 0.439628249984055 2 2.13625147081293
13370001 13380000 13375000 4 0.4697 3 0.44674610207714 2 2.13792567473396
13380001 13390000 13385000 3 0.4576 3 0.447113712366712 2 2.13625147081293
13390001 13400000 13395000 4 0.4779 3 0.44651713324589 2 2.13745346337162
13400001 13410000 13405000 1 0.4272 3 0.430007563590872 2 2.10066390541457
13410001 13420000 13415000 3 0.3973 2 0.415720355192876 2 2.11916600515726
13420001 13430000 13425000 1 0.3808 2 0.412471659432426 2 2.00639334616872
13430001 13440000 13435000 1 0.418 2 0.413213409792116 2 1.94148574799945
13440001 13450000 13445000 2 0.4446 2 0.412934871385515 2 1.92650376932149
13450001 13460000 13455000 2 0.356 2 0.405844616065501 2 1.70950118417225
13460001 13470000 13465000 0 0.4215 2 0.405910037793302 1 0.829513846294024
13470001 13480000 13475000 0 0.415 2 0.404661864847937 1 0.639899520160647
13480001 13490000 13485000 1 0.3792 2 0.402084277757437 1 0.655224925283947
13490001 13500000 13495000 0 0.4266 2 0.401387921766799 1 0.639513165409639
13500001 13510000 13505000 1 0.4038 1 0.397521015145201 1 0.829385061377022
13510001 13520000 13515000 0 0.3925 1 0.393022112314937 1 1.00981273009755
13520001 13530000 13525000 2 0.3528 1 0.389777714208479 2 1.89937308013963
13530001 13540000 13535000 5 0.3861 1 0.389929646968662 2 2.13367577247288
13540001 13550000 13545000 3 0.4228 1 0.39002776958623 2 2.05687703363371
13550001 13560000 13555000 0 0.3582 1 0.389423204434719 1 0.820498902103848
13560001 13570000 13565000 0 0.4042 1 0.389710188537287 1 0.536742801641628
13570001 13580000 13575000 0 0.3941 1 0.389909599661644 1 0.474797256563415
13580001 13590000 13585000 0 0.3709 1 0.390078413839625 1 0.483468774308252
13590001 13600000 13595000 2 0.3961 1 0.391617788748473 1 0.588170911831301
13600001 13610000 13605000 0 0.3883 1 0.393829254480026 1 0.468830222075632
13610001 13620000 13615000 0 0.4008 1 0.397478806613639 1 0.441356106448428
13620001 13630000 13625000 0 0.4053 2 0.401380528042528 1 0.434702219069964
13630001 13640000 13635000 0 0.424 2 0.404359051299267 1 0.440025328972735
13640001 13650000 13645000 1 0.38 2 0.404758925519676 1 0.467885799350947
13650001 13660000 13655000 0 0.4083 2 0.407222560546505 1 0.451530114891627
13660001 13670000 13665000 1 0.4144 2 0.409249392628108 1 0.47247912805737
13670001 13680000 13675000 0 0.3907 2 0.410096629407234 1 0.445648937015178
13680001 13690000 13685000 0 0.4072 2 0.412552900632196 1 0.453032605589989
13690001 13700000 13695000 1 0.4366 2 0.416138810496026 1 0.503730934583315
13700001 13710000 13705000 1 0.4377 2 0.416334003759467 1 0.516952852728907
13710001 13720000 13715000 0 0.394 2 0.414142939742708 1 0.483726344142257
13720001 13730000 13725000 1 0.4153 2 0.414179868467525 1 0.53223532954654
13730001 13740000 13735000 1 0.4168 2 0.414241062360276 1 0.535540809082938
13740001 13750000 13745000 0 0.4077 2 0.413735661823893 1 0.498493681291879
13750001 13760000 13755000 0 0.4066 2 0.413973063618897 1 0.552325776598933
13760001 13770000 13765000 0 0.3757 2 0.41440355473395 1 0.830329484101707
13770001 13780000 13775000 3 0.4378 3 0.431865204380372 2 2.0496221499759
13780001 13790000 13785000 3 0.4452 3 0.44263941236654 2 2.12895365884946
13790001 13800000 13795000 2 0.4823 3 0.451031441048114 2 2.12144120535764
13800001 13810000 13805000 1 0.4171 3 0.450242150363083 2 2.10225225272427
13810001 13820000 13815000 4 0.4996 4 0.470251787217483 2 2.13689539539794
13820001 13830000 13825000 3 0.5097 4 0.47064305317838 2 2.1365519689526
13830001 13840000 13835000 5 0.4478 3 0.448144028701345 2 2.13809738795663
13840001 13850000 13845000 6 0.429 3 0.431014982523941 2 2.13753931998296
13850001 13860000 13855000 0 0.3666 2 0.414100316958564 1 1.07287441112312
13860001 13870000 13865000 1 0.4089 2 0.413690297377245 1 0.859735373483949
13870001 13880000 13875000 0 0.3969 2 0.413843292083258 1 0.632129496834828
13880001 13890000 13885000 0 0.3937 2 0.415174850068321 1 0.62710688507173
13890001 13900000 13895000 0 0.4504 2 0.424623041983916 1 0.828097212206997
13900001 13910000 13905000 2 0.4504 2 0.42552011721762 2 1.74521753448761
13910001 13920000 13915000 2 0.425 2 0.420801814320203 2 1.9745834716691
13920001 13930000 13925000 1 0.4136 2 0.416132478717585 2 2.01004225215046
13930001 13940000 13935000 3 0.374 2 0.413675529876972 2 2.0954695804288
13940001 13950000 13945000 1 0.4049 2 0.414889969909144 2 1.97758845306583
13950001 13960000 13955000 0 0.4158 2 0.419376552338672 2 1.91791810818799
13960001 13970000 13965000 5 0.4706 3 0.427810792782572 2 2.13702418031495
13970001 13980000 13975000 4 0.4016 2 0.423620463140585 2 2.13565047453359
13980001 13990000 13985000 2 0.4619 2 0.425413335411688 2 2.01583757341557
13990001 1.4e+07 13995000 0 0.3955 2 0.416190930947832 2 1.57951427461104
14000001 14010000 14005000 1 0.3936 2 0.414490075740466 2 1.57264574570423
14010001 14020000 14015000 2 0.4305 2 0.415763181495283 2 1.59702902332338
14020001 14030000 14025000 1 0.4202 2 0.415424066966774 2 1.3186389610696
14030001 14040000 14035000 1 0.4053 2 0.415305259323074 1 1.0599529911172
14040001 14050000 14045000 1 0.4299 2 0.416162651437245 1 0.802812440168835
14050001 14060000 14055000 0 0.4186 2 0.415750942165117 1 0.537129156392635
14060001 14070000 14065000 0 0.4284 2 0.415649229431612 1 0.480120366466186
14070001 14080000 14075000 1 0.4229 2 0.414789309147335 1 0.496776549065179
14080001 14090000 14085000 0 0.382 2 0.412905934207544 1 0.469474146660645
14090001 14100000 14095000 0 0.3636 2 0.413138480422518 1 0.50312993830397
14100001 14110000 14105000 2 0.4434 3 0.428144411253859 1 0.681582904963796
14110001 14120000 14115000 1 0.4276 3 0.43399021892435 1 0.598044422134828
14120001 14130000 14125000 0 0.4459 3 0.440001703106107 1 0.478231521016816
14130001 14140000 14135000 0 0.4538 3 0.443310424694943 1 0.457239579545405
14140001 14150000 14145000 1 0.4509 3 0.444192964169142 1 0.482095068526892
14150001 14160000 14155000 0 0.4676 3 0.443653376570447 1 0.465911097290242
14160001 14170000 14165000 1 0.4382 3 0.434987957677943 1 0.505662708338353
14170001 14180000 14175000 1 0.4067 2 0.419087667810976 1 0.50330165152664
14180001 14190000 14185000 0 0.4097 2 0.414517325985706 1 0.463034900810519
14190001 14200000 14195000 1 0.4146 2 0.411276882377094 1 0.475612894371098
14200001 14210000 14205000 0 0.3989 2 0.407400458139566 1 0.441399034754095
14210001 14220000 14215000 0 0.399 2 0.404068901307478 1 0.434187079401954
14220001 14230000 14225000 0 0.3768 2 0.401150519971796 1 0.431439667839234
14230001 14240000 14235000 0 0.3785 2 0.400836104812073 1 0.432427018869586
14240001 14250000 14245000 0 0.3934 2 0.401629531448584 1 0.430924528171224
14250001 14260000 14255000 0 0.3898 2 0.40302013948647 1 0.433886581262281
14260001 14270000 14265000 0 0.4052 2 0.405314960335318 1 0.44182831781077
14270001 14280000 14275000 1 0.3955 2 0.407810254254353 1 0.47350940739339
14280001 14290000 14285000 0 0.4157 2 0.41176581574826 1 0.45681029648873
14290001 14300000 14295000 1 0.4196 2 0.414806210513402 1 0.489478737101703
14300001 14310000 14305000 0 0.4115 2 0.41691791380725 1 0.475784607593768
14310001 14320000 14315000 0 0.4083 2 0.422159962125046 1 0.535884235528278
14320001 14330000 14325000 0 0.4745 3 0.438432959576516 1 0.818867626488483
14330001 14340000 14335000 3 0.4414 3 0.437906416048623 2 2.04889236877956
14340001 14350000 14345000 3 0.4393 3 0.434867444853142 2 2.12903951546079
14350001 14360000 14355000 3 0.4271 3 0.428918021265939 2 2.12182756010865
14360001 14370000 14365000 2 0.432 2 0.423133420220412 2 1.95857121365512
14370001 14380000 14375000 1 0.3761 2 0.413415966857425 2 1.34379494819076
14380001 14390000 14385000 0 0.4161 2 0.413388535800269 1 0.779201872051706
14390001 14400000 14395000 1 0.41 2 0.412476919290902 1 0.672353319245282
14400001 14410000 14405000 0 0.3897 2 0.411697198208834 1 0.541851270016061
14410001 14420000 14415000 1 0.3938 2 0.411562146866449 1 0.551381353874248
14420001 14430000 14425000 1 0.4094 2 0.41186496041512 1 0.524679947749058
14430001 14440000 14435000 0 0.4058 2 0.412050656010899 1 0.459557708051451
14440001 14450000 14445000 0 0.4134 2 0.412533895322738 1 0.447838280604221
14450001 14460000 14455000 1 0.408 2 0.41219415304925 1 0.467757014433944
14460001 14470000 14465000 0 0.3849 2 0.412157224324434 1 0.44131317814276
14470001 14480000 14475000 0 0.4053 2 0.412779732839573 1 0.435560785183314
14480001 14490000 14485000 0 0.4176 2 0.413683541372087 1 0.439037977942382
14490001 14500000 14495000 1 0.4218 2 0.41404692106853 1 0.463592968784196
14500001 14510000 14505000 0 0.3939 2 0.41376942465949 1 0.44131317814276
14510001 14520000 14515000 0 0.4317 2 0.415460782199194 1 0.443502521731803
14520001 14530000 14525000 1 0.3912 2 0.415132641536759 1 0.46921657682664
14530001 14540000 14535000 0 0.4256 2 0.419027726650105 1 0.453547745258
14540001 14550000 14545000 1 0.4404 2 0.423331565880676 1 0.477287098292131
14550001 14560000 14555000 0 0.4254 2 0.423600415833566 1 0.4552648774847
14560001 14570000 14565000 1 0.4238 2 0.424058338005775 1 0.479776940020846
14570001 14580000 14575000 0 0.4382 2 0.4254816968041 1 0.45715372293407
14580001 14590000 14585000 1 0.4202 2 0.424559307188844 1 0.478489090850821
14590001 14600000 14595000 0 0.4253 2 0.424704280425607 1 0.454792666122357
14600001 14610000 14605000 0 0.459 2 0.425447095489206 1 0.474625543340745
14610001 14620000 14615000 2 0.4089 2 0.413900317985766 1 0.586625492827271
14620001 14630000 14625000 0 0.3998 2 0.406493513640234 1 0.47333769417072
14630001 14640000 14635000 0 0.4095 2 0.400183009324692 1 0.451315473363289
14640001 14650000 14645000 1 0.3578 1 0.390726239494394 1 0.469259505132307
14650001 14660000 14655000 0 0.3922 1 0.389605734141278 1 0.441871246116438
14660001 14670000 14665000 0 0.386 1 0.388842904451142 1 0.435775426711652
14670001 14680000 14675000 0 0.3694 1 0.388559086237795 1 0.436462279602332
14680001 14690000 14685000 0 0.3944 1 0.388626611908987 1 0.447537782464549
14690001 14700000 14695000 0 0.3737 1 0.388609730491189 1 0.494801847004474
14700001 14710000 14705000 0 0.3863 1 0.388707853108757 1 0.701029427431176
14710001 14720000 14715000 2 0.403 1 0.389062362882517 2 1.60299605781116
14720001 14730000 14725000 1 0.3991 1 0.389268105785315 2 1.81137005352124
14730001 14740000 14735000 2 0.4005 1 0.389369394292104 2 2.0616420755628
14740001 14750000 14745000 5 0.3915 1 0.389450635491874 2 2.13487776503157
14750001 14760000 14755000 0 0.3884 1 0.389518161163066 2 1.95062947710663
14760001 14770000 14765000 3 0.4236 1 0.389727069955085 2 2.02957463122918
14770001 14780000 14775000 1 0.3768 1 0.389011718629123 2 1.72929113308497
14780001 14790000 14785000 1 0.3962 1 0.388842904451142 2 1.47515556353333
14790001 14800000 14795000 1 0.3801 1 0.388674090273161 1 1.24797896994088
14800001 14810000 14805000 1 0.3671 1 0.388690971690959 1 1.03973375914781
14810001 14820000 14815000 1 0.4018 1 0.38912988855371 1 0.830930480381052
14820001 14830000 14825000 0 0.3881 1 0.389518161163066 1 0.609248709914047
14830001 14840000 14835000 0 0.4008 1 0.390145939510817 1 0.596499003130797
14840001 14850000 14845000 2 0.4015 1 0.390517330702376 1 0.764906746264426
14850001 14860000 14855000 0 0.3761 1 0.391010057707741 1 0.651661875913544
14860001 14870000 14865000 0 0.3821 1 0.392515669780994 1 0.726657625914678
14870001 14880000 14875000 3 0.4128 1 0.397028288139836 1 1.18392993788496
14880001 14890000 14885000 1 0.3953 1 0.399077271471848 1 0.86626047594541
14890001 14900000 14895000 0 0.3972 2 0.401978771389733 1 0.53549788077727
14900001 14910000 14905000 0 0.3976 2 0.405945914546424 1 0.463077829116186
14910001 14920000 14915000 0 0.4282 2 0.411223516409464 1 0.457540077685078
14920001 14930000 14925000 1 0.4512 2 0.413545808212005 1 0.497806828401199
14930001 14940000 14935000 1 0.4053 2 0.410125132384354 1 0.491711008996413
14940001 14950000 14945000 0 0.3929 2 0.408189019221913 1 0.447237284324876
14950001 14960000 14955000 0 0.3888 2 0.407407194196454 1 0.439681902527395
14960001 14970000 14965000 0 0.3879 2 0.407373431360858 1 0.450585692166942
14970001 14980000 14975000 0 0.3945 2 0.407943181705078 1 0.510985818241124
14980001 14990000 14985000 1 0.4213 2 0.409243060849667 1 0.757050866327273
14990001 1.5e+07 14995000 0 0.3792 2 0.408911754298011 1 0.99075256238118
15000001 15010000 15005000 4 0.4109 2 0.410349850674206 2 2.0954695804288
15010001 15020000 15015000 1 0.4199 2 0.411793226857146 2 2.08070224327918
15020001 15030000 15025000 2 0.3962 2 0.411745738518838 2 2.11671909173422
15030001 15040000 15035000 3 0.3902 2 0.412405175758794 2 2.13161521380084
15040001 15050000 15045000 2 0.4457 2 0.415647539740803 2 2.09937605624454
15050001 15060000 15055000 2 0.4133 2 0.414290654641975 2 1.9967774056992
15060001 15070000 15065000 1 0.4113 2 0.413701898988297 2 1.60917773382728
15070001 15080000 15075000 1 0.4166 2 0.413466611110819 1 1.26652399798924
15080001 15090000 15085000 1 0.3826 2 0.41270904127916 1 0.939367380497174
15090001 15100000 15095000 0 0.4069 2 0.413147968116046 1 0.611223411974752
15100001 15110000 15105000 0 0.4034 2 0.414369791898354 1 0.558164026169714
15110001 15120000 15115000 2 0.4564 2 0.417786696798154 1 0.643891852587725
15120001 15130000 15125000 0 0.4072 2 0.414730219197974 1 0.481150645802206
15130001 15140000 15135000 0 0.3952 2 0.414255415607967 1 0.443760091565808
15140001 15150000 15145000 0 0.4293 2 0.415487374777051 1 0.434659290764297
15150001 15160000 15155000 0 0.4259 2 0.415778586714669 1 0.433972437873616
15160001 15170000 15165000 0 0.4166 2 0.415053504280379 1 0.440669253557748
15170001 15180000 15175000 1 0.4137 2 0.414586722159623 1 0.466555021875254
15180001 15190000 15185000 0 0.4178 2 0.414233678610139 1 0.448052922132559
15190001 15200000 15195000 0 0.4058 2 0.413795803744949 1 0.461103127055481
15200001 15210000 15205000 1 0.3975 2 0.413902372058484 1 0.546487527028152
15210001 15220000 15215000 1 0.4033 2 0.414620909221935 1 0.587698700468958
15220001 15230000 15225000 0 0.4126 2 0.418799184803649 1 0.598387848580168
15230001 15240000 15235000 1 0.4413 3 0.428276720933739 1 0.810110252132311
15240001 15250000 15245000 0 0.4316 3 0.431908662885736 1 1.00363105408143
15250001 15260000 15255000 3 0.454 3 0.434413115554949 2 1.98239642330059
15260001 15270000 15265000 2 0.4396 3 0.431210173029303 2 2.01523657713623
15270001 15280000 15275000 1 0.415 2 0.424343642391668 2 1.92624619948749
15280001 15290000 15285000 1 0.4195 2 0.421647592091108 2 1.88228761448396
15290001 15300000 15295000 3 0.4371 2 0.420593106288369 2 1.88640873182804
15300001 15310000 15305000 0 0.4003 2 0.416265840369161 1 0.952074158974756
15310001 15320000 15315000 1 0.4225 2 0.415844846921769 1 0.756793296493268
15320001 15330000 15325000 0 0.4189 2 0.415172736150796 1 0.547174379918832
15330001 15340000 15335000 1 0.4112 2 0.413998390732661 1 0.523606740107371
15340001 15350000 15345000 0 0.3964 2 0.413388535800269 1 0.45663858326606
15350001 15360000 15355000 0 0.4066 2 0.41347294288926 1 0.446035291766186
15360001 15370000 15365000 1 0.4093 2 0.413543634449673 1 0.467027233237597
15370001 15380000 15375000 0 0.4041 2 0.413841178165732 1 0.441527819671098
15380001 15390000 15385000 0 0.4209 2 0.414876882125546 1 0.435088573820972
15390001 15400000 15395000 0 0.4151 2 0.415507208591672 1 0.436462279602332
15400001 15410000 15405000 0 0.4137 2 0.416649905091736 1 0.449426627913919
15410001 15420000 15415000 1 0.4248 2 0.419325270366164 1 0.509740897376766
15420001 15430000 15425000 1 0.4492 2 0.422031870306081 1 0.530003057651829
15430001 15440000 15435000 1 0.4206 2 0.419233055300321 1 0.509740897376766
15440001 15450000 15445000 0 0.4133 2 0.417508773404318 1 0.449555412830921
